Site,Couple,ID,Sex,Cohort,Plant,ExpLoc,NumButterflies,EnclCol,EnclID,FlowerHeads,EmergDate,Weight,Feeding,NectarVol,Fat,Forewing,Notes
NA,PCD,PCD77,F,A,RudHir,GH,1,Black,,8,235,0.2929,Y,,,D6 feeding,
NA,MVD,MVD29,F,A,RudHir,GH,1,White,,19,235,0.4621,Y,,,"D3, D5, D6 feeding; Forewing tips damaged",
NA,MVD,MVD29,F,A,RudHir,GH,1,White,,19,235,0.2735,Y,,,"D3, D5, D6 feeding; Forewing tips damaged",
NA,MVD,MVD29,F,A,RudHir,GH,1,White,,19,235,0.2594,Y,,,"D3, D5, D6 feeding; Forewing tips damaged",
NA,TWA,TWA74,M,B,RudHir,GH,1,Black,,13,240,0.5199,N,,,"In poor shape on D5, frozen D5",
NA,TWA,TWA74,M,B,RudHir,GH,1,Black,,13,240,0.409,N,,,"In poor shape on D5, frozen D5",
NA,TWA,TWA74,M,B,RudHir,GH,1,Black,,13,240,0.345,N,,,"In poor shape on D5, frozen D5",
NA,TWA,TWA74,M,B,RudHir,GH,1,Black,,13,240,NA,N,,,"In poor shape on D5, frozen D5",
NA,MVD,MVD77,M,A,EchPur,GH,1,Black,,12,237,0.5447,Y,,,"D3 D4 D6 feeding; D5 panicked, cooled in fridge to weigh; ",
NA,MVD,MVD77,M,A,EchPur,GH,1,Black,,12,237,0.4927,Y,,,"D3 D4 D6 feeding; D5 panicked, cooled in fridge to weigh; ",
NA,MVD,MVD77,M,A,EchPur,GH,1,Black,,12,237,0.5044,Y,,,"D3 D4 D6 feeding; D5 panicked, cooled in fridge to weigh; ",
NA,MVD,MVD77,M,A,EchPur,GH,1,Black,,12,237,0.4651,Y,,,"D3 D4 D6 feeding; D5 panicked, cooled in fridge to weigh; ",
NA,PCD,PCD44,F,A,EchPur,GH,1,White,,14,237,0.5291,Y,,,D4 feeding,
NA,PCD,PCD44,F,A,EchPur,GH,1,White,,14,237,0.4567,Y,,,D4 feeding,
NA,PCD,PCD44,F,A,EchPur,GH,1,White,,14,237,0.4287,Y,,,D4 feeding,
NA,PCD,PCD44,F,A,EchPur,GH,1,White,,14,237,0.4005,Y,,,D4 feeding,
NA,Jacob,Jacob13,M,A,EchPur,GH,1,Black,,15,237,0.7614,Y,,,"D3, D4, D5 feeding; D7 FOUND DECEASED/DEAD; Slug on deceased butterfly",
NA,Jacob,Jacob13,M,A,EchPur,GH,1,Black,,15,237,0.6443,Y,,,"D3, D4, D5 feeding; D7 FOUND DECEASED/DEAD; Slug on deceased butterfly",
NA,Jacob,Jacob13,M,A,EchPur,GH,1,Black,,15,237,0.5537,Y,,,"D3, D4, D5 feeding; D7 FOUND DECEASED/DEAD; Slug on deceased butterfly",
NA,Jacob,Jacob13,M,A,EchPur,GH,1,Black,,15,237,0.502,Y,,,"D3, D4, D5 feeding; D7 FOUND DECEASED/DEAD; Slug on deceased butterfly",
NA,PCD,PCD4,M,A,EchPur,GH,1,Black,,11,238,0.5061,Y,,,D0 feeding when placed on flower; D1 D3 D5 feeding,
NA,PCD,PCD4,M,A,EchPur,GH,1,Black,,11,238,0.4796,Y,,,D0 feeding when placed on flower; D1 D3 D5 feeding,
NA,PCD,PCD4,M,A,EchPur,GH,1,Black,,11,238,0.4766,Y,,,D0 feeding when placed on flower; D1 D3 D5 feeding,
NA,PCD,PCD4,M,A,EchPur,GH,1,Black,,11,238,0.3874,Y,,,D0 feeding when placed on flower; D1 D3 D5 feeding,
NA,TWA,TWA83,M,A,EchPur,GH,1,Black,,13,238,0.5807,Y,,,D1 forewing damaged; D3 D5 feeding,
NA,TWA,TWA83,M,A,EchPur,GH,1,Black,,13,238,0.5258,Y,,,D1 forewing damaged; D3 D5 feeding,
NA,TWA,TWA83,M,A,EchPur,GH,1,Black,,13,238,0.5086,Y,,,D1 forewing damaged; D3 D5 feeding,
NA,TWA,TWA83,M,A,EchPur,GH,1,Black,,13,238,0.4934,Y,,,D1 forewing damaged; D3 D5 feeding,
NA,MVD,MVD50,M,A,EchPur,GH,1,Black,,13,238,0.4965,Y,,,D5 feeding,
NA,MVD,MVD50,M,A,EchPur,GH,1,Black,,13,238,0.4234,Y,,,D5 feeding,
NA,MVD,MVD50,M,A,EchPur,GH,1,Black,,13,238,0.4096,Y,,,D5 feeding,
NA,MVD,MVD50,M,A,EchPur,GH,1,Black,,13,238,0.4352,Y,,,D5 feeding,
NA,Jacob,Jacob7,F,A,EchPur,GH,1,Black,,20,240,0.5887,Y,,,D3 feeding,
NA,Jacob,Jacob7,F,A,EchPur,GH,1,Black,,20,240,0.4956,Y,,,D3 feeding,
NA,Jacob,Jacob7,F,A,EchPur,GH,1,Black,,20,240,0.459,Y,,,D3 feeding,
NA,Jacob,Jacob7,F,A,EchPur,GH,1,Black,,20,240,0.4656,Y,,,D3 feeding,
VH,NA,VH13,F,A,EchPur,GH,1,White,,16,240,0.6416,N,,,"D5 panicking, cooled to weigh",
VH,NA,VH13,F,A,EchPur,GH,1,White,,16,240,0.5293,N,,,"D5 panicking, cooled to weigh",
VH,NA,VH13,F,A,EchPur,GH,1,White,,16,240,0.4352,N,,,"D5 panicking, cooled to weigh",
VH,NA,VH13,F,A,EchPur,GH,1,White,,16,240,0.4766,N,,,"D5 panicking, cooled to weigh",
VH,NA,VH25,M,B,EchPur,GH,1,Black,,15,244,0.5938,N,,,,
VH,NA,VH25,M,B,EchPur,GH,1,Black,,15,244,0.5108,N,,,,
VH,NA,VH25,M,B,EchPur,GH,1,Black,,15,244,0.4626,N,,,,
VH,NA,VH25,M,B,EchPur,GH,1,Black,,15,244,0.4769,N,,,,
VH,NA,VH25,M,B,EchPur,GH,1,Black,,15,244,0.5302,N,,,,
NA,NA,Unknown1,M,B,EchPur,GH,1,Black,,13,253,0.4546,N,,NA,"Released D3, no fat, no forewing",
NA,NA,Unknown1,M,B,EchPur,GH,1,Black,,13,253,0.3984,N,,NA,"Released D3, no fat, no forewing",
NA,NA,Unknown1,M,B,EchPur,GH,1,Black,,13,253,0.3822,N,,NA,"Released D3, no fat, no forewing",
NA,NA,Unknown1,M,B,EchPur,GH,1,Black,,13,253,NA,N,,NA,"Released D3, no fat, no forewing",
NA,NA,Unknown1,M,B,EchPur,GH,1,Black,,13,253,NA,N,,NA,"Released D3, no fat, no forewing",
NA,Jacob,Jacob6,M,AF,SolAlt,Field,1,FBlack,GRC,45,237,0.6021,N,,,D0 wings slightly wrinkled; D1 right forewing breaking; D0 20 degrees C,
NA,Jacob,Jacob6,M,AF,SolAlt,Field,1,FBlack,GRC,45,237,0.5218,N,,,D0 wings slightly wrinkled; D1 right forewing breaking; D0 20 degrees C,
NA,Jacob,Jacob6,M,AF,SolAlt,Field,1,FBlack,GRC,45,237,0.4336,N,,,D0 wings slightly wrinkled; D1 right forewing breaking; D0 20 degrees C,
NA,Jacob,Jacob6,M,AF,SolAlt,Field,1,FBlack,GRC,45,237,0.4347,N,,,D0 wings slightly wrinkled; D1 right forewing breaking; D0 20 degrees C,
NA,TWA,TWA66,F,AF,SolAlt,Field,1,FBlack,GRD,27,237,0.4631,N,,,,
NA,TWA,TWA66,F,AF,SolAlt,Field,1,FBlack,GRD,27,237,0.3961,N,,,,
NA,TWA,TWA66,F,AF,SolAlt,Field,1,FBlack,GRD,27,237,0.3214,N,,,,
NA,TWA,TWA66,F,AF,SolAlt,Field,1,FBlack,GRD,27,237,0.3451,N,,,,
NA,MVD,MVD6,F,AF,SolAlt,Field,1,FBrown,GRA,162,238,0.498,N,,,"D0 cloudy conditions, new method for counting CONFIRMED",
NA,MVD,MVD6,F,AF,SolAlt,Field,1,FBrown,GRA,162,238,0.4209,N,,,"D0 cloudy conditions, new method for counting CONFIRMED",
NA,MVD,MVD6,F,AF,SolAlt,Field,1,FBrown,GRA,162,238,0.4163,N,,,"D0 cloudy conditions, new method for counting CONFIRMED",
NA,MVD,MVD6,F,AF,SolAlt,Field,1,FBrown,GRA,162,238,0.3776,N,,,"D0 cloudy conditions, new method for counting CONFIRMED",
NA,Jacob,Jacob8,M,AF,SolAlt,Field,1,FBlack,GRB,57,238,0.7329,N,,,"D5 found DEAD/DECEASED --> no D7; D0 cloudy conditions, new method for counting CONFIRMED",
NA,Jacob,Jacob8,M,AF,SolAlt,Field,1,FBlack,GRB,57,238,0.6511,N,,,"D5 found DEAD/DECEASED --> no D7; D0 cloudy conditions, new method for counting CONFIRMED",
NA,Jacob,Jacob8,M,AF,SolAlt,Field,1,FBlack,GRB,57,238,0.4482,N,,,"D5 found DEAD/DECEASED --> no D7; D0 cloudy conditions, new method for counting CONFIRMED",
NA,Jacob,Jacob8,M,AF,SolAlt,Field,1,FBlack,GRB,57,238,NA,N,,,"D5 found DEAD/DECEASED --> no D7; D0 cloudy conditions, new method for counting CONFIRMED",
NA,Jacob,Jacob14,M,AF,SolAlt,Field,1,FBrown,GRH,177,238,0.6227,N,,,D7 lethargic; Placed on rainy day; D5 left forewing broken/damaged; Confirmed new method for counting stalks not heads,
NA,Jacob,Jacob14,M,AF,SolAlt,Field,1,FBrown,GRH,177,238,0.562,N,,,D7 lethargic; Placed on rainy day; D5 left forewing broken/damaged; Confirmed new method for counting stalks not heads,
NA,Jacob,Jacob14,M,AF,SolAlt,Field,1,FBrown,GRH,177,238,0.5413,N,,,D7 lethargic; Placed on rainy day; D5 left forewing broken/damaged; Confirmed new method for counting stalks not heads,
NA,Jacob,Jacob14,M,AF,SolAlt,Field,1,FBrown,GRH,177,238,0.5101,N,,,D7 lethargic; Placed on rainy day; D5 left forewing broken/damaged; Confirmed new method for counting stalks not heads,
VH,NA,VH14,M,BF,SolAlt,Field,1,FBlack,GRD,36,244,0.5665,Y,,,D5 right forewing damaged; D10 feeding,
VH,NA,VH14,M,BF,SolAlt,Field,1,FBlack,GRD,36,244,0.5329,Y,,,D5 right forewing damaged; D10 feeding,
VH,NA,VH14,M,BF,SolAlt,Field,1,FBlack,GRD,36,244,0.475,Y,,,D5 right forewing damaged; D10 feeding,
VH,NA,VH14,M,BF,SolAlt,Field,1,FBlack,GRD,36,244,0.4646,Y,,,D5 right forewing damaged; D10 feeding,
VH,NA,VH14,M,BF,SolAlt,Field,1,FBlack,GRD,36,244,0.4166,Y,,,D5 right forewing damaged; D10 feeding,
VH,NA,VH19,F,BF,SolAlt,Field,1,FBlack,GRC,29,244,0.609,N,,,D10 lethargic + few good plants left + silk stuck to legs + Forewings damaged,
VH,NA,VH19,F,BF,SolAlt,Field,1,FBlack,GRC,29,244,0.5699,N,,,D10 lethargic + few good plants left + silk stuck to legs + Forewings damaged,
VH,NA,VH19,F,BF,SolAlt,Field,1,FBlack,GRC,29,244,0.4594,N,,,D10 lethargic + few good plants left + silk stuck to legs + Forewings damaged,
VH,NA,VH19,F,BF,SolAlt,Field,1,FBlack,GRC,29,244,0.4384,N,,,D10 lethargic + few good plants left + silk stuck to legs + Forewings damaged,
VH,NA,VH19,F,BF,SolAlt,Field,1,FBlack,GRC,29,244,0.3172,N,,,D10 lethargic + few good plants left + silk stuck to legs + Forewings damaged,
NA,S47,S476,M,BF,SolAlt,Field,1,FBlack,GRG,19,247,0.7027,N,,,,
NA,S47,S476,M,BF,SolAlt,Field,1,FBlack,GRG,19,247,0.6213,N,,,,
NA,S47,S476,M,BF,SolAlt,Field,1,FBlack,GRG,19,247,0.5238,N,,,,
NA,S47,S476,M,BF,SolAlt,Field,1,FBlack,GRG,19,247,0.497,N,,,,
NA,Jacob,Jacob11,F,AF,SolAlt,Field,2,FBlack,GRG,86,238,0.538,N,,,D0 Cloudy/rainy;,
NA,Jacob,Jacob11,F,AF,SolAlt,Field,2,FBlack,GRG,86,238,0.4531,N,,,D0 Cloudy/rainy;,
NA,Jacob,Jacob11,F,AF,SolAlt,Field,2,FBlack,GRG,86,238,0.4453,N,,,D0 Cloudy/rainy;,
NA,Jacob,Jacob11,F,AF,SolAlt,Field,2,FBlack,GRG,86,238,0.4207,N,,,D0 Cloudy/rainy;,
VH,NA,VH27,F,AF,SolAlt,Field,2,FBlack,GRG,86,238,0.6191,N,,,D0 Cloudy/rainy;,
VH,NA,VH27,F,AF,SolAlt,Field,2,FBlack,GRG,86,238,0.5321,N,,,D0 Cloudy/rainy;,
VH,NA,VH27,F,AF,SolAlt,Field,2,FBlack,GRG,86,238,0.5106,N,,,D0 Cloudy/rainy;,
VH,NA,VH27,F,AF,SolAlt,Field,2,FBlack,GRG,86,238,0.4916,N,,,D0 Cloudy/rainy;,
NA,TWA,TWA81,F,AF,SolAlt,Field,2,FBlack,GRF,116,238,0.6441,N,,,D0 Cloudy/rainy;,
NA,TWA,TWA81,F,AF,SolAlt,Field,2,FBlack,GRF,116,238,0.5445,N,,,D0 Cloudy/rainy;,
NA,TWA,TWA81,F,AF,SolAlt,Field,2,FBlack,GRF,116,238,0.5257,N,,,D0 Cloudy/rainy;,
NA,TWA,TWA81,F,AF,SolAlt,Field,2,FBlack,GRF,116,238,0.5053,N,,,D0 Cloudy/rainy;,
NA,MVD,MVD24,F,AF,SolAlt,Field,2,FBlack,GRF,116,238,0.5294,N,,,D0 Cloudy/rainy;,
NA,MVD,MVD24,F,AF,SolAlt,Field,2,FBlack,GRF,116,238,0.465,N,,,D0 Cloudy/rainy;,
NA,MVD,MVD24,F,AF,SolAlt,Field,2,FBlack,GRF,116,238,0.4493,N,,,D0 Cloudy/rainy;,
NA,MVD,MVD24,F,AF,SolAlt,Field,2,FBlack,GRF,116,238,0.4335,N,,,D0 Cloudy/rainy;,
NA,TWA,TWA31,F,AF,SolAlt,Field,2,FBlack,GRE,50,239,0.4694,N,,,D0 sunny,
NA,TWA,TWA31,F,AF,SolAlt,Field,2,FBlack,GRE,50,239,0.4276,N,,,D0 sunny,
NA,TWA,TWA31,F,AF,SolAlt,Field,2,FBlack,GRE,50,239,0.3586,N,,,D0 sunny,
NA,TWA,TWA31,F,AF,SolAlt,Field,2,FBlack,GRE,50,239,0.3825,N,,,D0 sunny,
NA,MVD,MVD22,F,AF,SolAlt,Field,2,FBlack,GRE,50,239,0.5668,N,,,Confirmed flowering heads coud method here,
NA,MVD,MVD22,F,AF,SolAlt,Field,2,FBlack,GRE,50,239,0.5239,N,,,Confirmed flowering heads coud method here,
NA,MVD,MVD22,F,AF,SolAlt,Field,2,FBlack,GRE,50,239,0.4571,N,,,Confirmed flowering heads coud method here,
NA,MVD,MVD22,F,AF,SolAlt,Field,2,FBlack,GRE,50,239,0.433,N,,,Confirmed flowering heads coud method here,
NA,MVD,MVD10,F,AF,EutMac,Field,2,FBlack,JPA,13,237,0.4991,N,,,D5 left forewing damaged/tattered,
NA,MVD,MVD10,F,AF,EutMac,Field,2,FBlack,JPA,13,237,0.4375,N,,,D5 left forewing damaged/tattered,
NA,MVD,MVD10,F,AF,EutMac,Field,2,FBlack,JPA,13,237,0.4761,N,,,D5 left forewing damaged/tattered,
NA,MVD,MVD10,F,AF,EutMac,Field,2,FBlack,JPA,13,237,0.4671,N,,,D5 left forewing damaged/tattered,
NA,TWA,TWA17,F,AF,EutMac,Field,2,FBlack,JPA,13,237,0.4956,N,,,,
NA,TWA,TWA17,F,AF,EutMac,Field,2,FBlack,JPA,13,237,0.4116,N,,,,
NA,TWA,TWA17,F,AF,EutMac,Field,2,FBlack,JPA,13,237,0.3959,N,,,,
NA,TWA,TWA17,F,AF,EutMac,Field,2,FBlack,JPA,13,237,0.3761,N,,,,
VH,NA,VH1,F,AF,EutMac,Field,2,FBlack,JPB,12,238,0.5273,N,,,D0 cloudy/rainy,
VH,NA,VH1,F,AF,EutMac,Field,2,FBlack,JPB,12,238,0.4504,N,,,D0 cloudy/rainy,
VH,NA,VH1,F,AF,EutMac,Field,2,FBlack,JPB,12,238,0.4048,N,,,D0 cloudy/rainy,
VH,NA,VH1,F,AF,EutMac,Field,2,FBlack,JPB,12,238,0.3865,N,,,D0 cloudy/rainy,
NA,MVD,MVD2,F,AF,EutMac,Field,2,FBlack,JPB,12,238,0.5062,N,,,D0 cloudy/rainy,
NA,MVD,MVD2,F,AF,EutMac,Field,2,FBlack,JPB,12,238,0.4325,N,,,D0 cloudy/rainy,
NA,MVD,MVD2,F,AF,EutMac,Field,2,FBlack,JPB,12,238,0.3934,N,,,D0 cloudy/rainy,
NA,MVD,MVD2,F,AF,EutMac,Field,2,FBlack,JPB,12,238,0.3763,N,,,D0 cloudy/rainy,
NA,TWA,TWA1,F,AF,EutMac,Field,2,FBlack,JPC,10,239,0.5292,N,,,,
NA,TWA,TWA1,F,AF,EutMac,Field,2,FBlack,JPC,10,239,0.4494,N,,,,
NA,TWA,TWA1,F,AF,EutMac,Field,2,FBlack,JPC,10,239,0.3787,N,,,,
NA,TWA,TWA1,F,AF,EutMac,Field,2,FBlack,JPC,10,239,0.3866,N,,,,
NA,Jacob,Jacob9,F,AF,EutMac,Field,2,FBlack,JPC,10,239,0.4325,Y,,,D7 feeding,
NA,Jacob,Jacob9,F,AF,EutMac,Field,2,FBlack,JPC,10,239,0.3753,Y,,,D7 feeding,
NA,Jacob,Jacob9,F,AF,EutMac,Field,2,FBlack,JPC,10,239,0.3171,Y,,,D7 feeding,
NA,Jacob,Jacob9,F,AF,EutMac,Field,2,FBlack,JPC,10,239,0.2792,Y,,,D7 feeding,
VH,NA,VH10,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.5959,N,,,,
VH,NA,VH10,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.5521,N,,,,
VH,NA,VH10,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.4832,N,,,,
VH,NA,VH10,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.4625,N,,,,
VH,NA,VH10,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.3888,N,,,,
VH,NA,VH20,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.5953,N,,,D5 left forewing damaged/tattered,
VH,NA,VH20,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.5536,N,,,D5 left forewing damaged/tattered,
VH,NA,VH20,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.46,N,,,D5 left forewing damaged/tattered,
VH,NA,VH20,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.45,N,,,D5 left forewing damaged/tattered,
VH,NA,VH20,F,BF,EutMac,Field,2,FBlack,JPA,14,244,0.3905,N,,,D5 left forewing damaged/tattered,
VH,NA,VH17,F,BF,EutMac,Field,1,FBlack,JPC,14,246,0.5321,N,,,D0 extreme thunderstorm (Julian day 246),
VH,NA,VH17,F,BF,EutMac,Field,1,FBlack,JPC,14,246,0.4712,N,,,D0 extreme thunderstorm (Julian day 246),
VH,NA,VH17,F,BF,EutMac,Field,1,FBlack,JPC,14,246,0.4068,N,,,D0 extreme thunderstorm (Julian day 246),
VH,NA,VH17,F,BF,EutMac,Field,1,FBlack,JPC,14,246,0.3795,N,,,D0 extreme thunderstorm (Julian day 246),
VH,NA,VH23,M,BF,EutMac,Field,1,FBlack,JPB,NA,246,0.5852,N,,,D0 extreme thunderstorm (Julian day 246),
VH,NA,VH23,M,BF,EutMac,Field,1,FBlack,JPB,NA,246,0.51,N,,,D0 extreme thunderstorm (Julian day 246),
VH,NA,VH23,M,BF,EutMac,Field,1,FBlack,JPB,NA,246,0.4154,N,,,D0 extreme thunderstorm (Julian day 246),
VH,NA,VH23,M,BF,EutMac,Field,1,FBlack,JPB,NA,246,0.3737,N,,,D0 extreme thunderstorm (Julian day 246),
